x,y,label
10.411159385482867,9.540141773151372,0
9.533619300081519,9.656688253305248,0
9.802204827461996,8.622942759619479,0
9.721842244255054,10.78329628501019,0
11.474122361089968,10.479565022220266,0
8.731703791612286,10.141558168072168,0
9.14301817644646,10.110937611705955,0
10.21355307124182,9.742448903426729,0
10.761423127685731,10.193665795578946,0
8.987921999846158,9.99997083283626,0
9.645295042433947,9.90941394070782,0
10.347711841568874,8.492486011045223,0
9.293340736096948,9.30723743509062,0
10.459925118076043,10.535290173122627,0
9.482089992101901,9.621092845113342,0
10.368222188836624,9.902306819149858,0
9.338076268210854,9.577401261290975,0
8.191688628653528,9.664223771354449,0
9.978761745518435,10.225794602001267,0
8.059439760275865,9.380293970574556,0
11.915124827298882,10.903541305630867,0
9.39527460193235,11.590028819208463,0
10.064898080798372,9.430552869343941,0
11.580202419773812,12.210909101895917,1
9.300142533238049,10.962501072706257,0
9.653742326452996,8.699243532458116,0
10.438251025918856,10.212398405519894,0
8.903567151516363,11.416783891010226,0
9.268080252119127,9.524615276794623,0
9.72087736530242,10.416853576871434,0
10.146821837471464,10.954705739010633,0
8.97757572497977,9.777335728404024,0
10.818783761376526,10.163471428032258,0
10.975415993344608,9.29549017755749,0
9.010352486126568,8.394670143496027,0
10.175725917469174,9.554758958535595,0
10.365938296397786,9.69547828134091,0
10.92203196323695,8.71752383000208,0
10.288147820383916,10.230854805501648,0
10.155178100967515,8.811902193082691,0
8.455265292853072,10.48108739472431,0
10.570534481862975,8.202509687141648,0
9.343443022981328,9.665158453665107,0
11.72733119950512,8.236921251696684,1
11.048462251725237,8.886785181301233,0
9.427953503383321,8.258386533581225,0
8.305818652205591,8.825467965248464,0
10.040556095270208,7.854353806569737,0
10.856196134892127,7.984587215469256,0
11.093147585809962,8.691221823153427,0
9.562460420750867,10.776913884297395,0
10.231988867598764,10.593582043568146,0
9.026679988318765,11.602864173271541,0
10.480060631590055,10.853760854954727,0
9.394470461935075,9.508202451744552,0
11.253083350330083,9.782474470291062,0
10.281901453345025,8.520263186496653,0
11.125535664061164,10.654548723200183,0
10.134512835598107,9.431384324991136,0
8.958392536302847,12.622105825300178,1
10.031975790264733,9.813873224764338,0
10.60554583032566,9.76847061343307,0
12.501532703681855,10.52915342045753,1
9.662442450958746,9.861462137257195,0
10.477465347825998,11.873266155959886,0
10.98871363211532,11.767627716172838,0
11.348346832558402,10.450395474556107,0
8.749506679999671,8.906700257692819,0
9.924767446841146,10.84308041199836,0
8.489461081046862,9.10240237037628,0
10.797117766375269,11.238728278412918,0
11.521096990318966,9.906215742046841,0
11.153833705875336,12.465098000003218,1
