x,y
-5.0,37.5
-4.9,36.01500000000001
-4.800000000000001,34.56000000000001
-4.700000000000001,33.13500000000002
-4.600000000000001,31.740000000000023
-4.500000000000002,30.37500000000003
-4.400000000000002,29.040000000000028
-4.3000000000000025,27.735000000000028
-4.200000000000003,26.460000000000036
-4.100000000000003,25.21500000000004
-4.0000000000000036,24.000000000000043
-3.900000000000004,22.815000000000047
-3.8000000000000043,21.66000000000005
-3.7000000000000046,20.535000000000053
-3.600000000000005,19.440000000000055
-3.5000000000000053,18.375000000000057
-3.4000000000000057,17.340000000000057
-3.300000000000006,16.335000000000058
-3.2000000000000064,15.360000000000062
-3.1000000000000068,14.415000000000063
-3.000000000000007,13.500000000000064
-2.9000000000000075,12.615000000000064
-2.800000000000008,11.760000000000066
-2.700000000000008,10.935000000000066
-2.6000000000000085,10.140000000000066
-2.500000000000009,9.375000000000068
-2.4000000000000092,8.640000000000066
-2.3000000000000096,7.935000000000066
-2.20000000000001,7.2600000000000655
-2.1000000000000103,6.615000000000066
-2.0000000000000107,6.000000000000064
-1.900000000000011,5.415000000000063
-1.8000000000000114,4.860000000000062
-1.7000000000000117,4.3350000000000595
-1.600000000000012,3.840000000000058
-1.5000000000000124,3.375000000000056
-1.4000000000000128,2.9400000000000537
-1.3000000000000131,2.535000000000051
-1.2000000000000135,2.1600000000000485
-1.1000000000000139,1.8150000000000457
-1.0000000000000142,1.5000000000000426
-0.9000000000000146,1.2150000000000394
-0.8000000000000149,0.9600000000000358
-0.7000000000000153,0.7350000000000321
-0.6000000000000156,0.5400000000000281
-0.500000000000016,0.375000000000024
-0.40000000000001634,0.24000000000001961
-0.3000000000000167,0.13500000000001502
-0.20000000000001705,0.06000000000001023
-0.10000000000001741,0.015000000000005223
-1.7763568394002505e-14,4.733165431326071e-28
0.09999999999998188,0.014999999999994565
0.19999999999998153,0.059999999999988916
0.29999999999998117,0.13499999999998305
0.3999999999999808,0.23999999999997698
0.49999999999998046,0.3749999999999707
0.5999999999999801,0.5399999999999642
0.6999999999999797,0.7349999999999575
0.7999999999999794,0.9599999999999506
0.899999999999979,1.2149999999999435
0.9999999999999787,1.499999999999936
1.0999999999999783,1.8149999999999284
1.199999999999978,2.1599999999999207
1.2999999999999776,2.5349999999999127
1.3999999999999773,2.9399999999999045
1.499999999999977,3.374999999999896
1.5999999999999766,3.8399999999998875
1.6999999999999762,4.334999999999878
1.7999999999999758,4.85999999999987
1.8999999999999755,5.414999999999861
1.9999999999999751,5.999999999999851
2.0999999999999748,6.614999999999842
2.1999999999999744,7.259999999999831
2.299999999999974,7.934999999999821
2.3999999999999737,8.63999999999981
2.4999999999999734,9.374999999999801
2.599999999999973,10.13999999999979
2.6999999999999726,10.934999999999778
2.7999999999999723,11.759999999999767
2.899999999999972,12.614999999999755
2.9999999999999716,13.499999999999744
3.0999999999999712,14.414999999999733
3.199999999999971,15.35999999999972
3.2999999999999705,16.33499999999971
3.39999999999997,17.339999999999694
3.49999999999997,18.374999999999684
3.5999999999999694,19.43999999999967
3.699999999999969,20.53499999999966
3.7999999999999687,21.659999999999645
3.8999999999999684,22.814999999999632
3.999999999999968,23.999999999999616
4.099999999999968,25.214999999999606
4.199999999999967,26.45999999999959
4.299999999999967,27.734999999999573
4.399999999999967,29.03999999999956
4.499999999999966,30.374999999999545
4.599999999999966,31.739999999999533
4.6999999999999655,33.134999999999515
4.799999999999965,34.5599999999995
4.899999999999965,36.01499999999949
4.9999999999999645,37.49999999999947
