x,y
-5.0,55.0
-4.9,53.21800000000001
-4.800000000000001,51.472000000000016
-4.700000000000001,49.76200000000002
-4.600000000000001,48.08800000000003
-4.500000000000002,46.45000000000003
-4.400000000000002,44.848000000000035
-4.3000000000000025,43.28200000000004
-4.200000000000003,41.752000000000045
-4.100000000000003,40.25800000000005
-4.0000000000000036,38.800000000000054
-3.900000000000004,37.37800000000006
-3.8000000000000043,35.99200000000006
-3.7000000000000046,34.64200000000007
-3.600000000000005,33.32800000000007
-3.5000000000000053,32.05000000000007
-3.4000000000000057,30.808000000000067
-3.300000000000006,29.60200000000007
-3.2000000000000064,28.432000000000073
-3.1000000000000068,27.298000000000076
-3.000000000000007,26.200000000000077
-2.9000000000000075,25.138000000000076
-2.800000000000008,24.11200000000008
-2.700000000000008,23.122000000000078
-2.6000000000000085,22.168000000000077
-2.500000000000009,21.250000000000078
-2.4000000000000092,20.36800000000008
-2.3000000000000096,19.52200000000008
-2.20000000000001,18.712000000000078
-2.1000000000000103,17.93800000000008
-2.0000000000000107,17.200000000000077
-1.900000000000011,16.498000000000076
-1.8000000000000114,15.832000000000075
-1.7000000000000117,15.202000000000073
-1.600000000000012,14.60800000000007
-1.5000000000000124,14.050000000000068
-1.4000000000000128,13.528000000000064
-1.3000000000000131,13.042000000000062
-1.2000000000000135,12.59200000000006
-1.1000000000000139,12.178000000000054
-1.0000000000000142,11.80000000000005
-0.9000000000000146,11.458000000000048
-0.8000000000000149,11.152000000000044
-0.7000000000000153,10.882000000000039
-0.6000000000000156,10.648000000000033
-0.500000000000016,10.45000000000003
-0.40000000000001634,10.288000000000023
-0.3000000000000167,10.162000000000019
-0.20000000000001705,10.072000000000012
-0.10000000000001741,10.018000000000006
-1.7763568394002505e-14,10.0
0.09999999999998188,10.017999999999994
0.19999999999998153,10.071999999999987
0.29999999999998117,10.16199999999998
0.3999999999999808,10.287999999999972
0.49999999999998046,10.449999999999966
0.5999999999999801,10.647999999999957
0.6999999999999797,10.881999999999948
0.7999999999999794,11.15199999999994
0.899999999999979,11.457999999999933
0.9999999999999787,11.799999999999923
1.0999999999999783,12.177999999999914
1.199999999999978,12.591999999999905
1.2999999999999776,13.041999999999895
1.3999999999999773,13.527999999999885
1.499999999999977,14.049999999999876
1.5999999999999766,14.607999999999866
1.6999999999999762,15.201999999999854
1.7999999999999758,15.831999999999844
1.8999999999999755,16.497999999999834
1.9999999999999751,17.19999999999982
2.0999999999999748,17.93799999999981
2.1999999999999744,18.711999999999797
2.299999999999974,19.521999999999785
2.3999999999999737,20.367999999999775
2.4999999999999734,21.24999999999976
2.599999999999973,22.167999999999747
2.6999999999999726,23.121999999999737
2.7999999999999723,24.111999999999718
2.899999999999972,25.137999999999707
2.9999999999999716,26.199999999999694
3.0999999999999712,27.29799999999968
3.199999999999971,28.431999999999665
3.2999999999999705,29.60199999999965
3.39999999999997,30.807999999999634
3.49999999999997,32.04999999999962
3.5999999999999694,33.327999999999605
3.699999999999969,34.64199999999959
3.7999999999999687,35.99199999999958
3.8999999999999684,37.37799999999956
3.999999999999968,38.79999999999954
4.099999999999968,40.25799999999953
4.199999999999967,41.75199999999951
4.299999999999967,43.281999999999485
4.399999999999967,44.847999999999466
4.499999999999966,46.449999999999456
4.599999999999966,48.08799999999944
4.6999999999999655,49.76199999999942
4.799999999999965,51.4719999999994
4.899999999999965,53.217999999999385
4.9999999999999645,54.99999999999936
